wp_id,f_artifact,validation_evidence,f_commit,prior_judge_commit,missing_judge_artifact,validation_summary,anti_fake_summary,prior_judged_at
DP-REPLAY-JUDGE-WP-000036,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000036-F-DP-INT-W4.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",a7a29f65c,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000036 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:10"
DP-REPLAY-JUDGE-WP-000037,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000037-F-DP-INT-W1.json,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int: passed 25 files / 201 tests; npm run typecheck: passed; npm exec eslint -- scripts src --format json: exit 0; git diff --check: passed",f53a4c29dc8ce2f6969722b4a17590d906f26f16,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000037 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:10"
DP-REPLAY-JUDGE-WP-000038,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000038-F-DP-INT-W4.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int: pass; npm run typecheck: pass; npm exec eslint -- scripts src --format json: pass",7b0e71185,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000038 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:10"
DP-REPLAY-JUDGE-WP-000039,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000039-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int passed; npm run typecheck passed; npm exec eslint -- scripts src --format json passed with zero errors",c99fe04739ac6959371800442b5473a58d41e674,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000039 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:10"
DP-REPLAY-JUDGE-WP-000040,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000040-F-DP-INT-W4.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS; npm test -- --run scripts/__tests__/dp-int-factory.test.mjs PASS",866197b67,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000040 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:10"
DP-REPLAY-JUDGE-WP-000041,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000041-F-DP-INT-W4.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",56b04afe8,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000041 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:10"
DP-REPLAY-JUDGE-WP-000042,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000042-F-DP-INT-W4.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",9e938bb66,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000042 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:10"
DP-REPLAY-JUDGE-WP-000043,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000043-F-DP-INT-W4.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",129573fba,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000043 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:10"
DP-REPLAY-JUDGE-WP-000044,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000044-F-DP-INT-W4.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",c321a92dd,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000044 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:10"
DP-REPLAY-JUDGE-WP-000045,reports/f_done/dp-int-v1/DP-REPLAY-JUDGE-WP-000045-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int passed; npm run typecheck passed; npm exec eslint -- scripts src --format json passed with zero errors",6547491e25081f90bedaa01b1678badbdd70b2e2,ccb72187769a5c2b94aa1e84c70410b2e8148bf7,reports/f_done/dp-int-v1/JUDGE-CLOSEOUT-20260704-FINAL.md,"judge_pass recorded by Judge/Admin for DP-REPLAY-JUDGE-WP-000045 at ccb72187769a5c2b94aa1e84c70410b2e8148bf7.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 20:24:11"
DP-EVIDENCE-WP-000033,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000033.md,"runtimeReadiness+runtime tests:90-pass;typecheck:pass;eslint-json:4931-files-0-errors-0-warnings;diff-check:pass",a498fcbf3,a498fcbf3,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000033 at a498fcbf3.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:23"
DP-EVIDENCE-WP-000039,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000039.md,placement-test:9-pass;runtime-readiness-runtime:87-pass;typecheck:pass;eslint-json:pass,63b692f13,63b692f13,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000039 at 63b692f13.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:23"
DP-EVIDENCE-WP-000040,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000040.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int/runtime PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",0a5d54530,0a5d54530,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000040 at 0a5d54530.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:24"
DP-EVIDENCE-WP-000041,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000041.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int/runtime PASS (13 files, 91 tests); npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS (0 errors, 0 warnings)",e8f5a023ef331ecf005a3cfe14627840c43fb133,e8f5a023ef331ecf005a3cfe14627840c43fb133,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000041 at e8f5a023ef331ecf005a3cfe14627840c43fb133.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:24"
DP-EVIDENCE-WP-000042,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000042.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int/runtime passed: 13 files, 97 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0",141155207d77678fb3d0b2d72c3549b6d6984953,141155207d77678fb3d0b2d72c3549b6d6984953,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000042 at 141155207d77678fb3d0b2d72c3549b6d6984953.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:24"
DP-EVIDENCE-WP-000043,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000043.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int/runtime passed: 13 files, 98 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0",35dc3d54f0189fc19efb4544e57bbcbb833c975b,35dc3d54f0189fc19efb4544e57bbcbb833c975b,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000043 at 35dc3d54f0189fc19efb4544e57bbcbb833c975b.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:25"
DP-EVIDENCE-WP-000044,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000044.md,"runtimeReadiness+runtime tests:96-pass;typecheck:pass;eslint-json:4931-files-0-errors-0-warnings;diff-check:pass",1fde3ce0b,1fde3ce0b,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000044 at 1fde3ce0b.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:25"
DP-EVIDENCE-WP-000045,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000045-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int/runtime: passed (13 files, 87 tests); npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed (0 errors, 0 warnings)",9038caa7f94e4eb249a1daa97c4cfbec713789b1,9038caa7f94e4eb249a1daa97c4cfbec713789b1,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000045 at 9038caa7f94e4eb249a1daa97c4cfbec713789b1.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:25"
DP-EVIDENCE-WP-000046,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000046-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int/runtime: passed (13 files, 88 tests); npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed (0 errors, 0 warnings)",6bed1a5ef714efdb2a92284edad56539162d6ea0,6bed1a5ef714efdb2a92284edad56539162d6ea0,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000046 at 6bed1a5ef714efdb2a92284edad56539162d6ea0.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:26"
DP-EVIDENCE-WP-000047,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000047.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int/runtime: passed 13 files 88 tests; npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed zero errors zero warnings; npm test -- --run src/lib/tm-int/obs/__tests__/observationPacket.test.ts: passed 1 file 4 tests",17a4feced7292297b322624fb391cd4990a00038,17a4feced7292297b322624fb391cd4990a00038,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000047 at 17a4feced7292297b322624fb391cd4990a00038.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:26"
DP-EVIDENCE-WP-000048,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000048.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int/runtime PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",9c5b94e1b,9c5b94e1b,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000048 at 9c5b94e1b.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:26"
DP-EVIDENCE-WP-000049,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000049.md,placement-test:11-pass;runtime-readiness-runtime:87-pass;typecheck:pass;eslint-json:pass,95314b6ac,95314b6ac,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000049 at 95314b6ac.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:27"
DP-EVIDENCE-WP-000050,reports/f_done/dp-int-v1/DP-EVIDENCE-WP-000050.md,"npm test -- --run src/lib/tm-int/runtimeReadiness src/lib/tm-int/runtime: passed 13 files 89 tests; npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed zero errors zero warnings",d5a07fa9888c309f9b1ad11359dd669ab1f22a41,d5a07fa9888c309f9b1ad11359dd669ab1f22a41,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-EVIDENCE-WP-000050 at d5a07fa9888c309f9b1ad11359dd669ab1f22a41.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:27"
DP-FOUNDATION-WP-000011,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000011.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",b30cd021d,b30cd021d,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000011 at b30cd021d.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:27"
DP-FOUNDATION-WP-000012,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000012.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",366fc10fa,366fc10fa,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000012 at 366fc10fa.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:28"
DP-FOUNDATION-WP-000013,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000013.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",08682e9ae,08682e9ae,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000013 at 08682e9ae.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:28"
DP-FOUNDATION-WP-000014,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000014.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",0ccd46ea8,0ccd46ea8,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000014 at 0ccd46ea8.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:28"
DP-FOUNDATION-WP-000015,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000015.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness PASS; npm run typecheck PASS; npm exec eslint -- scripts src --format json PASS",faf6f0751,faf6f0751,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000015 at faf6f0751.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:29"
DP-FOUNDATION-WP-000016,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000016-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness passed; npm run typecheck passed; npm exec eslint -- scripts src --format json passed",dadec29eb2daa03061179abbb349986694749a89,dadec29eb2daa03061179abbb349986694749a89,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000016 at dadec29eb2daa03061179abbb349986694749a89.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:29"
DP-FOUNDATION-WP-000017,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000017-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness passed; npm run typecheck passed; npm exec eslint -- scripts src --format json passed",821b1d4ecf4158c06bdbe981eefe5f23cd942ed9,821b1d4ecf4158c06bdbe981eefe5f23cd942ed9,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000017 at 821b1d4ecf4158c06bdbe981eefe5f23cd942ed9.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:29"
DP-FOUNDATION-WP-000018,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000018.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness passed: 14 files, 117 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0 with zero errors and zero warnings",aac68b3a4e4190f89ed0a1b7cb4924e79ab798e8,aac68b3a4e4190f89ed0a1b7cb4924e79ab798e8,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000018 at aac68b3a4e4190f89ed0a1b7cb4924e79ab798e8.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:30"
DP-FOUNDATION-WP-000019,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000019.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness passed: 14 files, 118 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0 with zero errors and zero warnings",7735b44d0dee60be7adaf87b6afa828bca7c74ac,7735b44d0dee60be7adaf87b6afa828bca7c74ac,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000019 at 7735b44d0dee60be7adaf87b6afa828bca7c74ac.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:30"
DP-FOUNDATION-WP-000020,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000020-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness passed; npm run typecheck passed; npm exec eslint -- scripts src --format json passed",1ecff3f1cc7b4fe3f3fd35b28e11310abb3233ec,1ecff3f1cc7b4fe3f3fd35b28e11310abb3233ec,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000020 at 1ecff3f1cc7b4fe3f3fd35b28e11310abb3233ec.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:30"
DP-FOUNDATION-WP-000021,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000021-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness passed; npm run typecheck passed; npm exec eslint -- scripts src --format json passed",7de8da34822321c0e10d36cc856e95ff5e5e67cb,7de8da34822321c0e10d36cc856e95ff5e5e67cb,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000021 at 7de8da34822321c0e10d36cc856e95ff5e5e67cb.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:30"
DP-FOUNDATION-WP-000022,reports/f_done/dp-int-v1/DP-FOUNDATION-WP-000022-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/dp src/lib/tm-int/runtimeReadiness passed; npm run typecheck passed; npm exec eslint -- scripts src --format json passed",740d9e0930ca30eec4052598bd801d32655aa564,740d9e0930ca30eec4052598bd801d32655aa564,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-FOUNDATION-WP-000022 at 740d9e0930ca30eec4052598bd801d32655aa564.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:31"
DP-LEARNER-SIGNAL-WP-000001,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000001.md,learning-signal-test:8-pass;tm-int-suite:160-pass;typecheck:pass;eslint-json:pass,d2f2ecc5f,d2f2ecc5f,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000001 at d2f2ecc5f.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:31"
DP-LEARNER-SIGNAL-WP-000002,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000002-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int: passed (25 files, 161 tests); npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed (0 errors, 0 warnings)",9584facf173e171dcbe21c069113c5451b6bbf98,9584facf173e171dcbe21c069113c5451b6bbf98,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000002 at 9584facf173e171dcbe21c069113c5451b6bbf98.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:31"
DP-LEARNER-SIGNAL-WP-000003,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000003-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int: passed (25 files, 161 tests); npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed (0 errors, 0 warnings)",86a7565085c39a3d9fb1d0dc0fdf20ab996df156,86a7565085c39a3d9fb1d0dc0fdf20ab996df156,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000003 at 86a7565085c39a3d9fb1d0dc0fdf20ab996df156.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:32"
DP-LEARNER-SIGNAL-WP-000004,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000004-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int: passed (25 files, 161 tests); npm run typecheck: passed; npm exec eslint -- scripts src --format json: passed (0 errors, 0 warnings)",583a533493197df72e3d2cd47dd03f4165c06b87,583a533493197df72e3d2cd47dd03f4165c06b87,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000004 at 583a533493197df72e3d2cd47dd03f4165c06b87.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:32"
DP-LEARNER-SIGNAL-WP-000005,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000005.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int passed: 25 files, 164 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0 with zero errors and zero warnings",a821774c2f692d5249c1cd5f104fea54fa7a3835,a821774c2f692d5249c1cd5f104fea54fa7a3835,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000005 at a821774c2f692d5249c1cd5f104fea54fa7a3835.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:32"
DP-LEARNER-SIGNAL-WP-000006,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000006.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int passed: 25 files, 165 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0 with zero errors and zero warnings",96015232f3cebc65a57aa8f92e8008992b2fe722,96015232f3cebc65a57aa8f92e8008992b2fe722,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000006 at 96015232f3cebc65a57aa8f92e8008992b2fe722.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:33"
DP-LEARNER-SIGNAL-WP-000007,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000007-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int passed; npm run typecheck passed; npm exec eslint -- scripts src --format json passed",5531c3c2d25359b6645534fd6f93d45180ac3126,5531c3c2d25359b6645534fd6f93d45180ac3126,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000007 at 5531c3c2d25359b6645534fd6f93d45180ac3126.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:33"
DP-LEARNER-SIGNAL-WP-000008,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000008-F-DP-INT-W3.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int passed; npm run typecheck passed; npm exec eslint -- scripts src --format json passed",5d07693f9b0c086099ec01c88c1291ebd414aed8,5d07693f9b0c086099ec01c88c1291ebd414aed8,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000008 at 5d07693f9b0c086099ec01c88c1291ebd414aed8.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:33"
DP-LEARNER-SIGNAL-WP-000009,reports/f_done/dp-int-v1/DP-LEARNER-SIGNAL-WP-000009.md,"npm test -- --run src/lib/tm-int/learning-signals src/lib/tm-int passed: 25 files, 168 tests; npm run typecheck passed; npm exec eslint -- scripts src --format json passed exit 0 with zero errors and zero warnings",cac15a03db98af50955ae7c0f1885f01050fbbb2,cac15a03db98af50955ae7c0f1885f01050fbbb2,reports/judge/dp-int-v1/JUDGE-BATCH-20260704.md,"judge_pass recorded by Judge/Admin for DP-LEARNER-SIGNAL-WP-000009 at cac15a03db98af50955ae7c0f1885f01050fbbb2.","Judge ledger is separate from F queue; F verified remains locked to 0.","2026-07-04 14:47:34"
